     Julian_days Year  Month  Day  Hours  Minutes  Seconds Raw_Obs Fit_tidal    Residual
	 60.000000 2011  3  1  0  0  0 5662.89485 5662.88318    0.01167  0.000
     60.010417 2011  3  1  0 15  0 5662.89885 5662.89103    0.00782  0.000
     60.020833 2011  3  1  0 30  0 5662.90985 5662.89823    0.01162  0.000
     60.031250 2011  3  1  0 45  0 5662.91885 5662.90543    0.01342  0.000
     60.041667 2011  3  1  1  0  0 5662.92485 5662.91263    0.01222  0.000
     60.052083 2011  3  1  1 15  0 5662.92985 5662.91852    0.01134  0.000
     60.062500 2011  3  1  1 30  0 5662.94085 5662.92375    0.01710  0.000
     60.072917 2011  3  1  1 45  0 5662.94685 5662.92833    0.01852  0.000
     60.083333 2011  3  1  2  0  0 5662.95085 5662.93226    0.01859  0.000
     60.093750 2011  3  1  2 15  0 5662.95084 5662.93422    0.01663  0.000
     60.104167 2011  3  1  2 30  0 5662.95185 5662.93553    0.01632  0.000
     60.114583 2011  3  1  2 45  0 5662.95084 5662.93487    0.01597  0.000
     60.125000 2011  3  1  3  0  0 5662.94485 5662.93291    0.01194  0.000
     60.135417 2011  3  1  3 15  0 5662.93984 5662.92898    0.01086  0.000
     60.145833 2011  3  1  3 30  0 5662.93184 5662.92375    0.00809  0.000
     60.156250 2011  3  1  3 45  0 5662.92285 5662.91590    0.00695  0.000
     60.166667 2011  3  1  4  0  0 5662.91284 5662.90543    0.00742  0.000
     60.177083 2011  3  1  4 15  0 5662.89885 5662.89300    0.00585  0.000
     60.187500 2011  3  1  4 30  0 5662.88685 5662.87795    0.00890  0.000
     60.197917 2011  3  1  4 45  0 5662.86884 5662.86028    0.00856  0.000
     60.208333 2011  3  1  5  0  0 5662.85084 5662.84000    0.01084  0.000
     60.218750 2011  3  1  5 15  0 5662.82884 5662.81776    0.01109  0.000
     60.229167 2011  3  1  5 30  0 5662.80284 5662.79289    0.00995  0.000
     60.239583 2011  3  1  5 45  0 5662.77584 5662.76541    0.01043  0.000
     60.250000 2011  3  1  6  0  0 5662.74984 5662.73662    0.01322  0.000
     60.260417 2011  3  1  6 15  0 5662.71884 5662.70587    0.01297  0.000
     60.270833 2011  3  1  6 30  0 5662.68584 5662.67381    0.01203  0.000
     60.281250 2011  3  1  6 45  0 5662.65284 5662.64044    0.01240  0.000
     60.291667 2011  3  1  7  0  0 5662.61584 5662.60642    0.00942  0.000
     60.302083 2011  3  1  7 15  0 5662.58184 5662.57240    0.00945  0.000
     60.312500 2011  3  1  7 30  0 5662.54683 5662.53772    0.00913  0.000
     60.322917 2011  3  1  7 45  0 5662.51484 5662.50434    0.01049  0.000
     60.333333 2011  3  1  8  0  0 5662.47884 5662.47098    0.00786  0.000
     60.343750 2011  3  1  8 15  0 5662.44784 5662.43957    0.00827  0.000
     60.354167 2011  3  1  8 30  0 5662.41884 5662.40947    0.00937  0.000
     60.364583 2011  3  1  8 45  0 5662.38983 5662.38134    0.00850  0.000
     60.375000 2011  3  1  9  0  0 5662.36183 5662.35517    0.00667  0.000
     60.385417 2011  3  1  9 15  0 5662.33883 5662.33161    0.00722  0.000
     60.395833 2011  3  1  9 30  0 5662.31583 5662.31067    0.00516  0.000
     60.406250 2011  3  1  9 45  0 5662.29883 5662.29301    0.00583  0.000
     60.416667 2011  3  1 10  0  0 5662.28383 5662.27796    0.00588  0.000
     60.427083 2011  3  1 10 15  0 5662.27183 5662.26684    0.00500  0.000
     60.437500 2011  3  1 10 30  0 5662.26383 5662.25898    0.00485  0.000
     60.447917 2011  3  1 10 45  0 5662.25783 5662.25506    0.00277  0.000
     60.458333 2011  3  1 11  0  0 5662.25983 5662.25441    0.00543  0.000
     60.468750 2011  3  1 11 15  0 5662.26083 5662.25768    0.00316  0.000
     60.479167 2011  3  1 11 30  0 5662.26583 5662.26487    0.00096  0.000
     60.489583 2011  3  1 11 45  0 5662.27683 5662.27599    0.00083  0.000
     60.500000 2011  3  1 12  0  0 5662.29183 5662.28974    0.00209  0.000
     60.510417 2011  3  1 12 15  0 5662.30883 5662.30740    0.00143  0.000
     60.520833 2011  3  1 12 30  0 5662.32883 5662.32768    0.00115  0.000
     60.531250 2011  3  1 12 45  0 5662.35083 5662.35059    0.00024  0.000
     60.541667 2011  3  1 13  0  0 5662.37483 5662.37611   -0.00127  0.000
     60.552083 2011  3  1 13 15  0 5662.40283 5662.40358   -0.00076  0.000
     60.562500 2011  3  1 13 30  0 5662.43183 5662.43303   -0.00120  0.000
     60.572917 2011  3  1 13 45  0 5662.46383 5662.46378    0.00005  0.000
     60.583333 2011  3  1 14  0  0 5662.49482 5662.49518   -0.00036  0.000
     60.593750 2011  3  1 14 15  0 5662.53083 5662.52790    0.00293  0.000
     60.604167 2011  3  1 14 30  0 5662.56482 5662.56127    0.00356  0.000
     60.614583 2011  3  1 14 45  0 5662.59782 5662.59464    0.00318  0.000
     60.625000 2011  3  1 15  0  0 5662.63083 5662.62801    0.00281  0.000
     60.635417 2011  3  1 15 15  0 5662.66482 5662.66072    0.00410  0.000
     60.645833 2011  3  1 15 30  0 5662.69783 5662.69278    0.00504  0.000
     60.656250 2011  3  1 15 45  0 5662.72583 5662.72353    0.00228  0.000
     60.666667 2011  3  1 16  0  0 5662.75382 5662.75232    0.00150  0.000
     60.677083 2011  3  1 16 15  0 5662.77482 5662.77981   -0.00498  0.000
     60.687500 2011  3  1 16 30  0 5662.79782 5662.80401   -0.00619  0.000
     60.697917 2011  3  1 16 45  0 5662.81582 5662.82626   -0.01044  0.000
     60.708333 2011  3  1 17  0  0 5662.83482 5662.84589   -0.01107  0.000
     60.718750 2011  3  1 17 15  0 5662.84882 5662.86224   -0.01343  0.000
     60.729167 2011  3  1 17 30  0 5662.86282 5662.87599   -0.01317  0.000
     60.739583 2011  3  1 17 45  0 5662.86982 5662.88580   -0.01598  0.000
     60.750000 2011  3  1 18  0  0 5662.87482 5662.89300   -0.01818  0.000
     60.760417 2011  3  1 18 15  0 5662.87882 5662.89758   -0.01876  0.000
     60.770833 2011  3  1 18 30  0 5662.87882 5662.89889   -0.02007  0.000
     60.781250 2011  3  1 18 45  0 5662.87682 5662.89758   -0.02076  0.000
     60.791667 2011  3  1 19  0  0 5662.87481 5662.89365   -0.01883  0.000
     60.802083 2011  3  1 19 15  0 5662.86982 5662.88711   -0.01729  0.000
     60.812500 2011  3  1 19 30  0 5662.85982 5662.87926   -0.01944  0.000
     60.822917 2011  3  1 19 45  0 5662.84681 5662.86945   -0.02263  0.000
     60.833333 2011  3  1 20  0  0 5662.83481 5662.85832   -0.02350  0.000
     60.843750 2011  3  1 20 15  0 5662.82281 5662.84655   -0.02373  0.000
     60.854167 2011  3  1 20 30  0 5662.81081 5662.83411   -0.02330  0.000
     60.864583 2011  3  1 20 45  0 5662.79681 5662.82168   -0.02486  0.000
     60.875000 2011  3  1 21  0  0 5662.78581 5662.80925   -0.02344  0.000
     60.885417 2011  3  1 21 15  0 5662.77481 5662.79747   -0.02266  0.000
     60.895833 2011  3  1 21 30  0 5662.76381 5662.78635   -0.02254  0.000
     60.906250 2011  3  1 21 45  0 5662.75281 5662.77653   -0.02372  0.000
     60.916667 2011  3  1 22  0  0 5662.74581 5662.76868   -0.02287  0.000
     60.927083 2011  3  1 22 15  0 5662.73981 5662.76148   -0.02167  0.000
     60.937500 2011  3  1 22 30  0 5662.73281 5662.75625   -0.02344  0.000
     60.947917 2011  3  1 22 45  0 5662.72981 5662.75298   -0.02317  0.000
     60.958333 2011  3  1 23  0  0 5662.72581 5662.75167   -0.02586  0.000
     60.968750 2011  3  1 23 15  0 5662.72481 5662.75298   -0.02817  0.000
     60.979167 2011  3  1 23 30  0 5662.72781 5662.75559   -0.02778  0.000
     60.989583 2011  3  1 23 45  0 5662.73481 5662.76083   -0.02602  0.000
     61.000000 2011  3  2  0  0  0 5662.73881 5662.76803   -0.02922  0.000
     61.010417 2011  3  2  0 15  0 5662.74681 5662.77719   -0.03038  0.000
     61.020833 2011  3  2  0 30  0 5662.76180 5662.78831   -0.02651  0.000
     61.031250 2011  3  2  0 45  0 5662.77380 5662.80074   -0.02693  0.000
     61.041667 2011  3  2  1  0  0 5662.78781 5662.81448   -0.02668  0.000
     61.052083 2011  3  2  1 15  0 5662.80081 5662.82953   -0.02873  0.000
     61.062500 2011  3  2  1 30  0 5662.81780 5662.84458   -0.02677  0.000
     61.072917 2011  3  2  1 45  0 5662.83380 5662.86028   -0.02648  0.000
     61.083333 2011  3  2  2  0  0 5662.84980 5662.87599   -0.02618  0.000
     61.093750 2011  3  2  2 15  0 5662.86280 5662.89103   -0.02823  0.000
     61.104167 2011  3  2  2 30  0 5662.87480 5662.90608   -0.03128  0.000
     61.114583 2011  3  2  2 45  0 5662.88480 5662.91917   -0.03437  0.000
     61.125000 2011  3  2  3  0  0 5662.89380 5662.93160   -0.03780  0.000
     61.135417 2011  3  2  3 15  0 5662.89980 5662.94207   -0.04227  0.000
     61.145833 2011  3  2  3 30  0 5662.90980 5662.95058   -0.04078  0.000
     61.156250 2011  3  2  3 45  0 5662.91280 5662.95712   -0.04432  0.000
     61.166667 2011  3  2  4  0  0 5662.91680 5662.96170   -0.04490  0.000
     61.177083 2011  3  2  4 15  0 5662.91780 5662.96301   -0.04521  0.000
     61.187500 2011  3  2  4 30  0 5662.91680 5662.96170   -0.04490  0.000
     61.197917 2011  3  2  4 45  0 5662.91080 5662.95647   -0.04567  0.000
     61.208333 2011  3  2  5  0  0 5662.90280 5662.94861   -0.04581  0.000
     61.218750 2011  3  2  5 15  0 5662.89180 5662.93684   -0.04504  0.000
     61.229167 2011  3  2  5 30  0 5662.87580 5662.92113   -0.04534  0.000
     61.239583 2011  3  2  5 45  0 5662.85780 5662.90216   -0.04436  0.000
     61.250000 2011  3  2  6  0  0 5662.83879 5662.87926   -0.04046  0.000
     61.260417 2011  3  2  6 15  0 5662.81179 5662.85374   -0.04195  0.000
     61.270833 2011  3  2  6 30  0 5662.78280 5662.82430   -0.04150  0.000
     61.281250 2011  3  2  6 45  0 5662.75179 5662.79224   -0.04044  0.000
     61.291667 2011  3  2  7  0  0 5662.71779 5662.75821   -0.04042  0.000
     61.302083 2011  3  2  7 15  0 5662.67979 5662.72157   -0.04178  0.000
     61.312500 2011  3  2  7 30  0 5662.64179 5662.68362   -0.04183  0.000
     61.322917 2011  3  2  7 45  0 5662.60579 5662.64437   -0.03857  0.000
     61.333333 2011  3  2  8  0  0 5662.56679 5662.60510   -0.03832  0.000
     61.343750 2011  3  2  8 15  0 5662.52479 5662.56519   -0.04041  0.000
     61.354167 2011  3  2  8 30  0 5662.48579 5662.52594   -0.04015  0.000
     61.364583 2011  3  2  8 45  0 5662.44579 5662.48799   -0.04220  0.000
     61.375000 2011  3  2  9  0  0 5662.40779 5662.45070   -0.04291  0.000
     61.385417 2011  3  2  9 15  0 5662.37279 5662.41602   -0.04323  0.000
     61.395833 2011  3  2  9 30  0 5662.33979 5662.38264   -0.04286  0.000
     61.406250 2011  3  2  9 45  0 5662.30779 5662.35255   -0.04476  0.000
     61.416667 2011  3  2 10  0  0 5662.27779 5662.32572   -0.04793  0.000
     61.427083 2011  3  2 10 15  0 5662.25579 5662.30151   -0.04573  0.000
     61.437500 2011  3  2 10 30  0 5662.23279 5662.28123   -0.04844  0.000
     61.447917 2011  3  2 10 45  0 5662.21879 5662.26422   -0.04543  0.000
     61.458333 2011  3  2 11  0  0 5662.20879 5662.25179   -0.04300  0.000
     61.468750 2011  3  2 11 15  0 5662.19878 5662.24393   -0.04515  0.000
     61.479167 2011  3  2 11 30  0 5662.19178 5662.24001   -0.04823  0.000
     61.489583 2011  3  2 11 45  0 5662.19279 5662.24066   -0.04788  0.000
     61.500000 2011  3  2 12  0  0 5662.19778 5662.24590   -0.04811  0.000
     61.510417 2011  3  2 12 15  0 5662.20479 5662.25506   -0.05028  0.000
     61.520833 2011  3  2 12 30  0 5662.21678 5662.26945   -0.05267  0.000
     61.531250 2011  3  2 12 45  0 5662.23578 5662.28712   -0.05134  0.000
     61.541667 2011  3  2 13  0  0 5662.25478 5662.30937   -0.05458  0.000
     61.552083 2011  3  2 13 15  0 5662.28078 5662.33488   -0.05410  0.000
     61.562500 2011  3  2 13 30  0 5662.30778 5662.36302   -0.05523  0.000
     61.572917 2011  3  2 13 45  0 5662.33878 5662.39442   -0.05564  0.000
     61.583333 2011  3  2 14  0  0 5662.37178 5662.42780   -0.05601  0.000
     61.593750 2011  3  2 14 15  0 5662.40778 5662.46313   -0.05535  0.000
     61.604167 2011  3  2 14 30  0 5662.44278 5662.49977   -0.05699  0.000
     61.614583 2011  3  2 14 45  0 5662.47978 5662.53772   -0.05793  0.000
     61.625000 2011  3  2 15  0  0 5662.51978 5662.57566   -0.05588  0.000
     61.635417 2011  3  2 15 15  0 5662.55978 5662.61361   -0.05383  0.000
     61.645833 2011  3  2 15 30  0 5662.59678 5662.65091   -0.05413  0.000
     61.656250 2011  3  2 15 45  0 5662.63278 5662.68820   -0.05543  0.000
     61.666667 2011  3  2 16  0  0 5662.66678 5662.72353   -0.05676  0.000
     61.677083 2011  3  2 16 15  0 5662.70077 5662.75756   -0.05678  0.000
     61.687500 2011  3  2 16 30  0 5662.72877 5662.78897   -0.06019  0.000
     61.697917 2011  3  2 16 45  0 5662.75977 5662.81841   -0.05863  0.000
     61.708333 2011  3  2 17  0  0 5662.78178 5662.84458   -0.06281  0.000
     61.718750 2011  3  2 17 15  0 5662.80277 5662.86748   -0.06471  0.000
     61.729167 2011  3  2 17 30  0 5662.81977 5662.88646   -0.06669  0.000
     61.739583 2011  3  2 17 45  0 5662.83477 5662.90216   -0.06739  0.000
     61.750000 2011  3  2 18  0  0 5662.84477 5662.91393   -0.06916  0.000
     61.760417 2011  3  2 18 15  0 5662.84977 5662.92179   -0.07202  0.000
     61.770833 2011  3  2 18 30  0 5662.85177 5662.92571   -0.07394  0.000
     61.781250 2011  3  2 18 45  0 5662.85277 5662.92571   -0.07294  0.000
     61.791667 2011  3  2 19  0  0 5662.84777 5662.92179   -0.07401  0.000
     61.802083 2011  3  2 19 15  0 5662.84277 5662.91524   -0.07247  0.000
     61.812500 2011  3  2 19 30  0 5662.83177 5662.90478   -0.07300  0.000
     61.822917 2011  3  2 19 45  0 5662.81777 5662.89234   -0.07458  0.000
     61.833333 2011  3  2 20  0  0 5662.80377 5662.87729   -0.07353  0.000
     61.843750 2011  3  2 20 15  0 5662.78777 5662.86028   -0.07251  0.000
     61.854167 2011  3  2 20 30  0 5662.76877 5662.84131   -0.07254  0.000
     61.864583 2011  3  2 20 45  0 5662.74976 5662.82168   -0.07191  0.000
     61.875000 2011  3  2 21  0  0 5662.73076 5662.80139   -0.07063  0.000
     61.885417 2011  3  2 21 15  0 5662.71177 5662.78111   -0.06935  0.000
     61.895833 2011  3  2 21 30  0 5662.69277 5662.76083   -0.06807  0.000
     61.906250 2011  3  2 21 45  0 5662.67377 5662.74120   -0.06744  0.000
     61.916667 2011  3  2 22  0  0 5662.65377 5662.72288   -0.06912  0.000
     61.927083 2011  3  2 22 15  0 5662.63776 5662.70652   -0.06876  0.000
     61.937500 2011  3  2 22 30  0 5662.62076 5662.69147   -0.07071  0.000
     61.947917 2011  3  2 22 45  0 5662.60676 5662.67839   -0.07162  0.000
     61.958333 2011  3  2 23  0  0 5662.59476 5662.66857   -0.07381  0.000
     61.968750 2011  3  2 23 15  0 5662.58676 5662.66072   -0.07396  0.000
     61.979167 2011  3  2 23 30  0 5662.58176 5662.65615   -0.07438  0.000
     61.989583 2011  3  2 23 45  0 5662.58276 5662.65418   -0.07142  0.000
     62.000000 2011  3  3  0  0  0 5662.58476 5662.65615   -0.07138  0.000
     62.010417 2011  3  3  0 15  0 5662.58776 5662.66072   -0.07296  0.000
     62.020833 2011  3  3  0 30  0 5662.59676 5662.66857   -0.07182  0.000
     62.031250 2011  3  3  0 45  0 5662.60876 5662.68035   -0.07160  0.000
     62.041667 2011  3  3  1  0  0 5662.62376 5662.69409   -0.07034  0.000
     62.052083 2011  3  3  1 15  0 5662.64176 5662.71111   -0.06935  0.000
     62.062500 2011  3  3  1 30  0 5662.65976 5662.73073   -0.07097  0.000
     62.072917 2011  3  3  1 45  0 5662.68376 5662.75232   -0.06857  0.000
     62.083333 2011  3  3  2  0  0 5662.70576 5662.77522   -0.06947  0.000
     62.093750 2011  3  3  2 15  0 5662.72775 5662.79943   -0.07168  0.000
     62.104167 2011  3  3  2 30  0 5662.74976 5662.82430   -0.07454  0.000
     62.114583 2011  3  3  2 45  0 5662.77175 5662.84916   -0.07741  0.000
     62.125000 2011  3  3  3  0  0 5662.79475 5662.87337   -0.07862  0.000
     62.135417 2011  3  3  3 15  0 5662.81675 5662.89692   -0.08017  0.000
     62.145833 2011  3  3  3 30  0 5662.83675 5662.91917   -0.08242  0.000
     62.156250 2011  3  3  3 45  0 5662.85475 5662.93945   -0.08470  0.000
     62.166667 2011  3  3  4  0  0 5662.87375 5662.95777   -0.08402  0.000
     62.177083 2011  3  3  4 15  0 5662.88975 5662.97282   -0.08307  0.000
     62.187500 2011  3  3  4 30  0 5662.90375 5662.98591   -0.08216  0.000
     62.197917 2011  3  3  4 45  0 5662.91475 5662.99507   -0.08032  0.000
     62.208333 2011  3  3  5  0  0 5662.92075 5663.00095   -0.08021  0.000
     62.218750 2011  3  3  5 15  0 5662.92575 5663.00292   -0.07717  0.000
     62.229167 2011  3  3  5 30  0 5662.92575 5663.00095   -0.07521  0.000
     62.239583 2011  3  3  5 45  0 5662.91775 5662.99441   -0.07667  0.000
     62.250000 2011  3  3  6  0  0 5662.90675 5662.98264   -0.07589  0.000
     62.260417 2011  3  3  6 15  0 5662.89175 5662.96693   -0.07519  0.000
     62.270833 2011  3  3  6 30  0 5662.87275 5662.94731   -0.07456  0.000
     62.281250 2011  3  3  6 45  0 5662.84775 5662.92244   -0.07469  0.000
     62.291667 2011  3  3  7  0  0 5662.81674 5662.89365   -0.07691  0.000
     62.302083 2011  3  3  7 15  0 5662.78375 5662.86159   -0.07785  0.000
     62.312500 2011  3  3  7 30  0 5662.74875 5662.82626   -0.07751  0.000
     62.322917 2011  3  3  7 45  0 5662.70774 5662.78766   -0.07991  0.000
     62.333333 2011  3  3  8  0  0 5662.66874 5662.74774   -0.07900  0.000
     62.343750 2011  3  3  8 15  0 5662.62374 5662.70522   -0.08147  0.000
     62.354167 2011  3  3  8 30  0 5662.58274 5662.66268   -0.07994  0.000
     62.364583 2011  3  3  8 45  0 5662.53974 5662.61885   -0.07911  0.000
     62.375000 2011  3  3  9  0  0 5662.49774 5662.57566   -0.07792  0.000
     62.385417 2011  3  3  9 15  0 9999.00000 5662.53313 9999.00000  0.000
     62.395833 2011  3  3  9 30  0 9999.00000 5662.49191 9999.00000  0.000
     62.406250 2011  3  3  9 45  0 9999.00000 5662.45266 9999.00000  0.000
     62.416667 2011  3  3 10  0  0 9999.00000 5662.41536 9999.00000  0.000
     62.427083 2011  3  3 10 15  0 5662.30274 5662.38134   -0.07860  0.000
     62.437500 2011  3  3 10 30  0 5662.27174 5662.34993   -0.07820  0.000
     62.447917 2011  3  3 10 45  0 5662.24274 5662.32245   -0.07971  0.000
     62.458333 2011  3  3 11  0  0 5662.22074 5662.29824   -0.07751  0.000
     62.468750 2011  3  3 11 15  0 5662.20174 5662.27861   -0.07688  0.000
     62.479167 2011  3  3 11 30  0 5662.18474 5662.26357   -0.07883  0.000
     62.489583 2011  3  3 11 45  0 5662.17374 5662.25244   -0.07870  0.000
     62.500000 2011  3  3 12  0  0 5662.16774 5662.24720   -0.07947  0.000
     62.510417 2011  3  3 12 15  0 5662.16674 5662.24655   -0.07982  0.000
     62.520833 2011  3  3 12 30  0 5662.16973 5662.25048   -0.08074  0.000
     62.531250 2011  3  3 12 45  0 5662.17773 5662.26030   -0.08256  0.000
     62.541667 2011  3  3 13  0  0 5662.19074 5662.27403   -0.08330  0.000
     62.552083 2011  3  3 13 15  0 5662.21074 5662.29366   -0.08293  0.000
     62.562500 2011  3  3 13 30  0 5662.23173 5662.31722   -0.08549  0.000
     62.572917 2011  3  3 13 45  0 5662.25873 5662.34470   -0.08597  0.000
     62.583333 2011  3  3 14  0  0 5662.28973 5662.37611   -0.08637  0.000
     62.593750 2011  3  3 14 15  0 5662.32573 5662.41013   -0.08439  0.000
     62.604167 2011  3  3 14 30  0 5662.36573 5662.44677   -0.08104  0.000
     62.614583 2011  3  3 14 45  0 5662.40873 5662.48603   -0.07730  0.000
     62.625000 2011  3  3 15  0  0 5662.44973 5662.52594   -0.07621  0.000
     62.635417 2011  3  3 15 15  0 5662.49173 5662.56716   -0.07543  0.000
     62.645833 2011  3  3 15 30  0 5662.53573 5662.60838   -0.07265  0.000
     62.656250 2011  3  3 15 45  0 5662.57573 5662.64960   -0.07387  0.000
     62.666667 2011  3  3 16  0  0 5662.61673 5662.69017   -0.07344  0.000
     62.677083 2011  3  3 16 15  0 5662.65673 5662.72942   -0.07270  0.000
     62.687500 2011  3  3 16 30  0 5662.69273 5662.76672   -0.07399  0.000
     62.697917 2011  3  3 16 45  0 5662.72473 5662.80205   -0.07732  0.000
     62.708333 2011  3  3 17  0  0 5662.75573 5662.83411   -0.07838  0.000
     62.718750 2011  3  3 17 15  0 5662.78172 5662.86356   -0.08183  0.000
     62.729167 2011  3  3 17 30  0 5662.80472 5662.88907   -0.08435  0.000
     62.739583 2011  3  3 17 45  0 5662.82673 5662.91066   -0.08394  0.000
     62.750000 2011  3  3 18  0  0 5662.84373 5662.92833   -0.08461  0.000
     62.760417 2011  3  3 18 15  0 5662.85473 5662.94142   -0.08669  0.000
     62.770833 2011  3  3 18 30  0 5662.86072 5662.94992   -0.08920  0.000
     62.781250 2011  3  3 18 45  0 5662.86672 5662.95450   -0.08778  0.000
     62.791667 2011  3  3 19  0  0 5662.86572 5662.95385   -0.08813  0.000
     62.802083 2011  3  3 19 15  0 5662.86172 5662.94861   -0.08689  0.000
     62.812500 2011  3  3 19 30  0 5662.85072 5662.94010   -0.08938  0.000
     62.822917 2011  3  3 19 45  0 5662.83972 5662.92702   -0.08730  0.000
     62.833333 2011  3  3 20  0  0 5662.82272 5662.91066   -0.08794  0.000
     62.843750 2011  3  3 20 15  0 5662.80372 5662.89103   -0.08731  0.000
     62.854167 2011  3  3 20 30  0 5662.77972 5662.86879   -0.08907  0.000
     62.864583 2011  3  3 20 45  0 5662.75672 5662.84523   -0.08851  0.000
     62.875000 2011  3  3 21  0  0 5662.73072 5662.81906   -0.08835  0.000
     62.885417 2011  3  3 21 15  0 5662.70272 5662.79224   -0.08952  0.000
     62.895833 2011  3  3 21 30  0 5662.67572 5662.76476   -0.08904  0.000
     62.906250 2011  3  3 21 45  0 5662.64872 5662.73728   -0.08856  0.000
     62.916667 2011  3  3 22  0  0 5662.62272 5662.70979   -0.08708  0.000
     62.927083 2011  3  3 22 15  0 5662.59572 5662.68362   -0.08791  0.000
     62.937500 2011  3  3 22 30  0 5662.57272 5662.65941   -0.08670  0.000
     62.947917 2011  3  3 22 45  0 5662.54871 5662.63651   -0.08780  0.000
     62.958333 2011  3  3 23  0  0 5662.52871 5662.61623   -0.08752  0.000
     62.968750 2011  3  3 23 15  0 5662.51072 5662.59857   -0.08785  0.000
     62.979167 2011  3  3 23 30  0 5662.49771 5662.58352   -0.08580  0.000
     62.989583 2011  3  3 23 45  0 5662.48671 5662.57240   -0.08568  0.000
     63.000000 2011  3  4  0  0  0 5662.48171 5662.56519   -0.08348  0.000
     63.010417 2011  3  4  0 15  0 5662.47871 5662.56192   -0.08321  0.000
     63.020833 2011  3  4  0 30  0 5662.48171 5662.56258   -0.08087  0.000
     63.031250 2011  3  4  0 45  0 5662.48671 5662.56716   -0.08045  0.000
     63.041667 2011  3  4  1  0  0 5662.49571 5662.57632   -0.08061  0.000
     63.052083 2011  3  4  1 15  0 5662.51071 5662.58941   -0.07870  0.000
     63.062500 2011  3  4  1 30  0 5662.52671 5662.60642   -0.07971  0.000
     63.072917 2011  3  4  1 45  0 5662.54971 5662.62736   -0.07765  0.000
     63.083333 2011  3  4  2  0  0 5662.57171 5662.65222   -0.08051  0.000
     63.093750 2011  3  4  2 15  0 5662.59771 5662.67905   -0.08134  0.000
     63.104167 2011  3  4  2 30  0 5662.62471 5662.70849   -0.08378  0.000
     63.114583 2011  3  4  2 45  0 5662.65371 5662.73990   -0.08619  0.000
     63.125000 2011  3  4  3  0  0 5662.68370 5662.77195   -0.08825  0.000
     63.135417 2011  3  4  3 15  0 5662.71470 5662.80532   -0.09062  0.000
     63.145833 2011  3  4  3 30  0 5662.74670 5662.83738   -0.09068  0.000
     63.156250 2011  3  4  3 45  0 5662.77671 5662.86945   -0.09274  0.000
     63.166667 2011  3  4  4  0  0 5662.80771 5662.89954   -0.09184  0.000
     63.177083 2011  3  4  4 15  0 5662.83670 5662.92768   -0.09097  0.000
     63.187500 2011  3  4  4 30  0 5662.86270 5662.95385   -0.09115  0.000
     63.197917 2011  3  4  4 45  0 5662.88870 5662.97675   -0.08804  0.000
     63.208333 2011  3  4  5  0  0 5662.90970 5662.99638   -0.08668  0.000
     63.218750 2011  3  4  5 15  0 5662.92770 5663.01208   -0.08438  0.000
     63.229167 2011  3  4  5 30  0 5662.94070 5663.02451   -0.08381  0.000
     63.239583 2011  3  4  5 45  0 5662.94870 5663.03171   -0.08301  0.000
     63.250000 2011  3  4  6  0  0 5662.95270 5663.03433   -0.08163  0.000
     63.260417 2011  3  4  6 15  0 5662.94970 5663.03171   -0.08201  0.000
     63.270833 2011  3  4  6 30  0 5662.94270 5663.02451   -0.08181  0.000
     63.281250 2011  3  4  6 45  0 5662.92970 5663.01143   -0.08173  0.000
     63.291667 2011  3  4  7  0  0 5662.91070 5662.99376   -0.08306  0.000
     63.302083 2011  3  4  7 15  0 5662.88870 5662.97086   -0.08216  0.000
     63.312500 2011  3  4  7 30  0 5662.86169 5662.94403   -0.08234  0.000
     63.322917 2011  3  4  7 45  0 5662.82970 5662.91197   -0.08228  0.000
     63.333333 2011  3  4  8  0  0 5662.79569 5662.87664   -0.08094  0.000
     63.343750 2011  3  4  8 15  0 5662.75569 5662.83804   -0.08234  0.000
     63.354167 2011  3  4  8 30  0 5662.71569 5662.79682   -0.08112  0.000
     63.364583 2011  3  4  8 45  0 5662.67269 5662.75363   -0.08094  0.000
     63.375000 2011  3  4  9  0  0 5662.62569 5662.70914   -0.08345  0.000
     63.385417 2011  3  4  9 15  0 5662.58069 5662.66399   -0.08330  0.000
     63.395833 2011  3  4  9 30  0 5662.53269 5662.61885   -0.08616  0.000
     63.406250 2011  3  4  9 45  0 5662.48669 5662.57501   -0.08832  0.000
     63.416667 2011  3  4 10  0  0 5662.44269 5662.53183   -0.08914  0.000
     63.427083 2011  3  4 10 15  0 5662.39969 5662.49061   -0.09091  0.000
     63.437500 2011  3  4 10 30  0 5662.36169 5662.45200   -0.09031  0.000
     63.447917 2011  3  4 10 45  0 5662.32469 5662.41602   -0.09133  0.000
     63.458333 2011  3  4 11  0  0 5662.29269 5662.38330   -0.09061  0.000
     63.468750 2011  3  4 11 15  0 5662.26269 5662.35385   -0.09117  0.000
     63.479167 2011  3  4 11 30  0 5662.23769 5662.32899   -0.09131  0.000
     63.489583 2011  3  4 11 45  0 5662.21768 5662.30805   -0.09037  0.000
     63.500000 2011  3  4 12  0  0 5662.20369 5662.29236   -0.08867  0.000
     63.510417 2011  3  4 12 15  0 5662.19169 5662.28123   -0.08955  0.000
     63.520833 2011  3  4 12 30  0 5662.18668 5662.27534   -0.08865  0.000
     63.531250 2011  3  4 12 45  0 5662.18568 5662.27403   -0.08835  0.000
     63.541667 2011  3  4 13  0  0 5662.19068 5662.27861   -0.08793  0.000
