     Julian_days Year  Month  Day  Hours  Minutes  Seconds Raw_Obs Fit_tidal    Residual
     68.117535 2011  3  9  2 49 15 5662.24744 5662.28843   -0.04099  0.000
     68.117708 2011  3  9  2 49 30 5662.21744 5662.28843   -0.07099  0.000
     68.117882 2011  3  9  2 49 45 5662.22243 5662.28843   -0.06599  0.000
     68.118056 2011  3  9  2 50  0 5662.21144 5662.28843   -0.07699  0.000
     68.118229 2011  3  9  2 50 15 5662.24144 5662.28843   -0.04699  0.000
     68.118403 2011  3  9  2 50 30 5662.21744 5662.28843   -0.07099  0.000
     68.118576 2011  3  9  2 50 45 5662.23544 5662.28843   -0.05299  0.000
     68.118750 2011  3  9  2 51  0 5662.22144 5662.28843   -0.06699  0.000
     68.118924 2011  3  9  2 51 15 5662.21043 5662.28843   -0.07799  0.000
     68.119097 2011  3  9  2 51 30 5662.22243 5662.28843   -0.06599  0.000
     68.119271 2011  3  9  2 51 45 5662.22643 5662.28843   -0.06199  0.000
     68.119444 2011  3  9  2 52  0 5662.20144 5662.28843   -0.08699  0.000
     68.120139 2011  3  9  2 53  0 5662.21644 5662.28843   -0.07199  0.000
     68.120833 2011  3  9  2 54  0 5662.20944 5662.28843   -0.07899  0.000
     68.121528 2011  3  9  2 55  0 5662.25644 5662.28908   -0.03265  0.000
     68.122222 2011  3  9  2 56  0 5662.20544 5662.28908   -0.08364  0.000
     68.122917 2011  3  9  2 57  0 5662.21644 5662.28908   -0.07265  0.000
     68.123611 2011  3  9  2 58  0 5662.22744 5662.28908   -0.06165  0.000
     68.124306 2011  3  9  2 59  0 5662.22844 5662.28974   -0.06130  0.000
     68.125000 2011  3  9  3  0  0 5662.22844 5662.28974   -0.06130  0.000
     68.125694 2011  3  9  3  1  0 5662.22444 5662.29039   -0.06595  0.000
     68.126389 2011  3  9  3  2  0 5662.22044 5662.29039   -0.06995  0.000
     68.127083 2011  3  9  3  3  0 5662.22243 5662.29039   -0.06796  0.000
     68.127778 2011  3  9  3  4  0 5662.22243 5662.29104   -0.06861  0.000
     68.128472 2011  3  9  3  5  0 5662.22444 5662.29170   -0.06726  0.000
     68.129167 2011  3  9  3  6  0 5662.22444 5662.29170   -0.06726  0.000
     68.129861 2011  3  9  3  7  0 5662.21943 5662.29236   -0.07292  0.000
     68.130556 2011  3  9  3  8  0 5662.23043 5662.29301   -0.06257  0.000
     68.131250 2011  3  9  3  9  0 5662.22643 5662.29301   -0.06657  0.000
     68.131944 2011  3  9  3 10  0 5662.22343 5662.29366   -0.07023  0.000
     68.132639 2011  3  9  3 11  0 5662.22944 5662.29432   -0.06488  0.000
     68.133333 2011  3  9  3 12  0 5662.22544 5662.29497   -0.06953  0.000
     68.134028 2011  3  9  3 13  0 5662.22544 5662.29497   -0.06953  0.000
     68.134722 2011  3  9  3 14  0 5662.22643 5662.29563   -0.06919  0.000
     68.135417 2011  3  9  3 15  0 5662.22844 5662.29628   -0.06784  0.000
     68.136111 2011  3  9  3 16  0 5662.23244 5662.29693   -0.06450  0.000
     68.136806 2011  3  9  3 17  0 5662.23143 5662.29759   -0.06616  0.000
     68.137500 2011  3  9  3 18  0 5662.23043 5662.29824   -0.06780  0.000
     68.138194 2011  3  9  3 19  0 5662.23644 5662.29889   -0.06246  0.000
     68.138889 2011  3  9  3 20  0 5662.24044 5662.30021   -0.05977  0.000
     68.139583 2011  3  9  3 21  0 5662.24144 5662.30086   -0.05942  0.000
     68.140278 2011  3  9  3 22  0 5662.24144 5662.30151   -0.06008  0.000
     68.140972 2011  3  9  3 23  0 5662.24844 5662.30217   -0.05373  0.000
     68.141667 2011  3  9  3 24  0 5662.23943 5662.30282   -0.06339  0.000
     68.142361 2011  3  9  3 25  0 5662.22844 5662.30413   -0.07570  0.000
     68.143056 2011  3  9  3 26  0 5662.21843 5662.30478   -0.08635  0.000
     68.143750 2011  3  9  3 27  0 5662.22044 5662.30544   -0.08500  0.000
     68.144444 2011  3  9  3 28  0 5662.22444 5662.30675   -0.08232  0.000
     68.145139 2011  3  9  3 29  0 5662.23143 5662.30740   -0.07596  0.000
     68.145833 2011  3  9  3 30  0 5662.23443 5662.30871   -0.07428  0.000
     68.146528 2011  3  9  3 31  0 5662.23943 5662.30937   -0.06993  0.000
     68.147222 2011  3  9  3 32  0 5662.24343 5662.31067   -0.06724  0.000
     68.147917 2011  3  9  3 33  0 5662.24343 5662.31198   -0.06855  0.000
     68.148611 2011  3  9  3 34  0 5662.24343 5662.31264   -0.06920  0.000
     68.149306 2011  3  9  3 35  0 5662.24243 5662.31394   -0.07151  0.000
     68.150000 2011  3  9  3 36  0 5662.24343 5662.31526   -0.07182  0.000
     68.150694 2011  3  9  3 37  0 5662.24444 5662.31591   -0.07148  0.000
     68.151389 2011  3  9  3 38  0 5662.24343 5662.31722   -0.07378  0.000
     68.152083 2011  3  9  3 39  0 5662.25043 5662.31853   -0.06809  0.000
     68.152778 2011  3  9  3 40  0 5662.24844 5662.31983   -0.07140  0.000
     68.153472 2011  3  9  3 41  0 5662.25244 5662.32115   -0.06871  0.000
     68.154167 2011  3  9  3 42  0 5662.25143 5662.32180   -0.07036  0.000
     68.154861 2011  3  9  3 43  0 5662.25644 5662.32311   -0.06667  0.000
     68.155556 2011  3  9  3 44  0 5662.25043 5662.32441   -0.07398  0.000
     68.156250 2011  3  9  3 45  0 5662.25543 5662.32572   -0.07029  0.000
     68.156944 2011  3  9  3 46  0 5662.25543 5662.32703   -0.07160  0.000
     68.157639 2011  3  9  3 47  0 5662.25943 5662.32834   -0.06890  0.000
     68.158333 2011  3  9  3 48  0 5662.25443 5662.33030   -0.07587  0.000
     68.159028 2011  3  9  3 49  0 5662.26343 5662.33161   -0.06818  0.000
     68.159722 2011  3  9  3 50  0 5662.26243 5662.33292   -0.07048  0.000
     68.160417 2011  3  9  3 51  0 5662.25943 5662.33423   -0.07479  0.000
     68.161111 2011  3  9  3 52  0 5662.26444 5662.33554   -0.07110  0.000
     68.161806 2011  3  9  3 53  0 5662.26543 5662.33750   -0.07207  0.000
     68.162500 2011  3  9  3 54  0 5662.26444 5662.33881   -0.07438  0.000
     68.163194 2011  3  9  3 55  0 5662.26743 5662.34012   -0.07268  0.000
     68.163889 2011  3  9  3 56  0 5662.26844 5662.34208   -0.07365  0.000
     68.164583 2011  3  9  3 57  0 5662.27043 5662.34339   -0.07296  0.000
     68.165278 2011  3  9  3 58  0 5662.26943 5662.34470   -0.07526  0.000
     68.165972 2011  3  9  3 59  0 5662.27543 5662.34666   -0.07123  0.000
     68.166667 2011  3  9  4  0  0 5662.27143 5662.34797   -0.07653  0.000
     68.167361 2011  3  9  4  1  0 5662.27244 5662.34993   -0.07750  0.000
     68.168056 2011  3  9  4  2  0 5662.27743 5662.35124   -0.07381  0.000
     68.168750 2011  3  9  4  3  0 5662.27943 5662.35320   -0.07377  0.000
     68.169444 2011  3  9  4  4  0 5662.27943 5662.35517   -0.07573  0.000
     68.170139 2011  3  9  4  5  0 5662.28343 5662.35647   -0.07304  0.000
     68.170833 2011  3  9  4  6  0 5662.28643 5662.35844   -0.07200  0.000
     68.171528 2011  3  9  4  7  0 5662.28444 5662.36040   -0.07596  0.000
     68.172222 2011  3  9  4  8  0 5662.28943 5662.36171   -0.07227  0.000
     68.172917 2011  3  9  4  9  0 5662.28943 5662.36367   -0.07424  0.000
     68.173611 2011  3  9  4 10  0 5662.29143 5662.36563   -0.07420  0.000
     68.174306 2011  3  9  4 11  0 5662.29143 5662.36760   -0.07617  0.000
     68.175000 2011  3  9  4 12  0 5662.29644 5662.36956   -0.07313  0.000
     68.175694 2011  3  9  4 13  0 5662.29443 5662.37152   -0.07709  0.000
     68.176389 2011  3  9  4 14  0 5662.29843 5662.37283   -0.07440  0.000
     68.177083 2011  3  9  4 15  0 5662.29943 5662.37479   -0.07536  0.000
     68.177778 2011  3  9  4 16  0 5662.30243 5662.37676   -0.07432  0.000
     68.178472 2011  3  9  4 17  0 5662.30243 5662.37872   -0.07629  0.000
     68.179167 2011  3  9  4 18  0 5662.30543 5662.38068   -0.07525  0.000
     68.179861 2011  3  9  4 19  0 5662.30743 5662.38264   -0.07521  0.000
     68.180556 2011  3  9  4 20  0 5662.31143 5662.38526   -0.07383  0.000
     68.181250 2011  3  9  4 21  0 5662.31443 5662.38723   -0.07280  0.000
     68.181944 2011  3  9  4 22  0 5662.31543 5662.38919   -0.07376  0.000
     68.182639 2011  3  9  4 23  0 5662.31743 5662.39115   -0.07372  0.000
     68.183333 2011  3  9  4 24  0 5662.31843 5662.39312   -0.07468  0.000
     68.184028 2011  3  9  4 25  0 5662.31743 5662.39508   -0.07765  0.000
     68.184722 2011  3  9  4 26  0 5662.32044 5662.39704   -0.07661  0.000
     68.185417 2011  3  9  4 27  0 5662.32243 5662.39966   -0.07722  0.000
     68.186111 2011  3  9  4 28  0 5662.32743 5662.40162   -0.07419  0.000
     68.186806 2011  3  9  4 29  0 5662.33043 5662.40358   -0.07315  0.000
     68.187500 2011  3  9  4 30  0 5662.33443 5662.40620   -0.07177  0.000
     68.188194 2011  3  9  4 31  0 5662.33543 5662.40816   -0.07274  0.000
     68.188889 2011  3  9  4 32  0 5662.33543 5662.41013   -0.07469  0.000
     68.189583 2011  3  9  4 33  0 5662.33343 5662.41274   -0.07931  0.000
     68.190278 2011  3  9  4 34  0 5662.33843 5662.41470   -0.07627  0.000
     68.190972 2011  3  9  4 35  0 5662.34043 5662.41732   -0.07689  0.000
     68.191667 2011  3  9  4 36  0 5662.34543 5662.41929   -0.07385  0.000
     68.192361 2011  3  9  4 37  0 5662.34943 5662.42191   -0.07247  0.000
     68.193056 2011  3  9  4 38  0 5662.35043 5662.42387   -0.07344  0.000
     68.193750 2011  3  9  4 39  0 5662.35343 5662.42648   -0.07305  0.000
     68.194444 2011  3  9  4 40  0 5662.35543 5662.42845   -0.07302  0.000
     68.195139 2011  3  9  4 41  0 5662.35743 5662.43107   -0.07363  0.000
     68.195833 2011  3  9  4 42  0 5662.36143 5662.43303   -0.07160  0.000
     68.196528 2011  3  9  4 43  0 5662.36443 5662.43564   -0.07121  0.000
     68.197222 2011  3  9  4 44  0 5662.36543 5662.43826   -0.07283  0.000
     68.197917 2011  3  9  4 45  0 5662.36843 5662.44022   -0.07179  0.000
     68.198611 2011  3  9  4 46  0 5662.37043 5662.44284   -0.07241  0.000
     68.199306 2011  3  9  4 47  0 5662.37543 5662.44546   -0.07003  0.000
     68.200000 2011  3  9  4 48  0 5662.37543 5662.44742   -0.07199  0.000
     68.200694 2011  3  9  4 49  0 5662.37643 5662.45004   -0.07361  0.000
     68.201389 2011  3  9  4 50  0 5662.37843 5662.45266   -0.07422  0.000
     68.202083 2011  3  9  4 51  0 5662.38043 5662.45527   -0.07484  0.000
     68.202778 2011  3  9  4 52  0 5662.38443 5662.45789   -0.07346  0.000
     68.203472 2011  3  9  4 53  0 5662.38743 5662.45986   -0.07242  0.000
     68.204167 2011  3  9  4 54  0 5662.39143 5662.46247   -0.07104  0.000
     68.204861 2011  3  9  4 55  0 5662.39243 5662.46509   -0.07265  0.000
     68.205556 2011  3  9  4 56  0 5662.39543 5662.46771   -0.07227  0.000
     68.206250 2011  3  9  4 57  0 5662.39743 5662.47032   -0.07289  0.000
     68.206944 2011  3  9  4 58  0 5662.39943 5662.47294   -0.07351  0.000
     68.207639 2011  3  9  4 59  0 5662.40143 5662.47555   -0.07413  0.000
     68.208333 2011  3  9  5  0  0 5662.40543 5662.47817   -0.07274  0.000
     68.209028 2011  3  9  5  1  0 5662.40743 5662.48079   -0.07336  0.000
     68.209722 2011  3  9  5  2  0 5662.41343 5662.48276   -0.06932  0.000
     68.210417 2011  3  9  5  3  0 5662.41743 5662.48537   -0.06794  0.000
     68.211111 2011  3  9  5  4  0 5662.41643 5662.48799   -0.07156  0.000
     68.211806 2011  3  9  5  5  0 5662.41843 5662.49061   -0.07217  0.000
     68.212500 2011  3  9  5  6  0 5662.42243 5662.49388   -0.07145  0.000
     68.213194 2011  3  9  5  7  0 5662.42243 5662.49649   -0.07406  0.000
     68.213889 2011  3  9  5  8  0 5662.42543 5662.49911   -0.07368  0.000
     68.214583 2011  3  9  5  9  0 5662.42743 5662.50173   -0.07430  0.000
     68.215278 2011  3  9  5 10  0 5662.43243 5662.50434   -0.07192  0.000
     68.215972 2011  3  9  5 11  0 5662.43443 5662.50696   -0.07253  0.000
     68.216667 2011  3  9  5 12  0 5662.43843 5662.50958   -0.07115  0.000
     68.217361 2011  3  9  5 13  0 5662.44043 5662.51220   -0.07176  0.000
     68.218056 2011  3  9  5 14  0 5662.44343 5662.51482   -0.07138  0.000
     68.218750 2011  3  9  5 15  0 5662.44643 5662.51743   -0.07100  0.000
     68.219444 2011  3  9  5 16  0 5662.45043 5662.52070   -0.07027  0.000
     68.220139 2011  3  9  5 17  0 5662.45343 5662.52332   -0.06989  0.000
     68.220833 2011  3  9  5 18  0 5662.45843 5662.52594   -0.06751  0.000
     68.221528 2011  3  9  5 19  0 5662.46043 5662.52856   -0.06813  0.000
     68.222222 2011  3  9  5 20  0 5662.46243 5662.53117   -0.06874  0.000
     68.222917 2011  3  9  5 21  0 5662.46443 5662.53379   -0.06936  0.000
     68.223611 2011  3  9  5 22  0 5662.46743 5662.53706   -0.06963  0.000
     68.224306 2011  3  9  5 23  0 5662.47043 5662.53968   -0.06924  0.000
     68.225000 2011  3  9  5 24  0 5662.47243 5662.54229   -0.06987  0.000
     68.225694 2011  3  9  5 25  0 5662.47543 5662.54491   -0.06948  0.000
     68.226389 2011  3  9  5 26  0 5662.47743 5662.54818   -0.07075  0.000
     68.227083 2011  3  9  5 27  0 5662.47943 5662.55080   -0.07137  0.000
     68.227778 2011  3  9  5 28  0 5662.48343 5662.55342   -0.06999  0.000
     68.228472 2011  3  9  5 29  0 5662.48843 5662.55603   -0.06760  0.000
     68.229167 2011  3  9  5 30  0 5662.49143 5662.55930   -0.06788  0.000
     68.229861 2011  3  9  5 31  0 5662.49343 5662.56192   -0.06849  0.000
     68.230556 2011  3  9  5 32  0 5662.49643 5662.56454   -0.06811  0.000
     68.231250 2011  3  9  5 33  0 5662.49843 5662.56781   -0.06939  0.000
     68.231944 2011  3  9  5 34  0 5662.50143 5662.57043   -0.06900  0.000
     68.232639 2011  3  9  5 35  0 5662.50343 5662.57305   -0.06962  0.000
     68.233333 2011  3  9  5 36  0 5662.50543 5662.57566   -0.07024  0.000
     68.234028 2011  3  9  5 37  0 5662.50743 5662.57893   -0.07151  0.000
     68.234722 2011  3  9  5 38  0 5662.51143 5662.58155   -0.07012  0.000
     68.235417 2011  3  9  5 39  0 5662.51443 5662.58417   -0.06974  0.000
     68.236111 2011  3  9  5 40  0 5662.51743 5662.58744   -0.07002  0.000
     68.236806 2011  3  9  5 41  0 5662.52043 5662.59006   -0.06963  0.000
     68.237500 2011  3  9  5 42  0 5662.52343 5662.59268   -0.06924  0.000
     68.238194 2011  3  9  5 43  0 5662.52743 5662.59595   -0.06852  0.000
     68.238889 2011  3  9  5 44  0 5662.53043 5662.59857   -0.06813  0.000
     68.239583 2011  3  9  5 45  0 5662.53443 5662.60118   -0.06675  0.000
     68.240278 2011  3  9  5 46  0 5662.53843 5662.60445   -0.06602  0.000
     68.240972 2011  3  9  5 47  0 5662.54143 5662.60707   -0.06564  0.000
     68.241667 2011  3  9  5 48  0 5662.54443 5662.61034   -0.06591  0.000
     68.242361 2011  3  9  5 49  0 5662.54743 5662.61296   -0.06553  0.000
     68.243056 2011  3  9  5 50  0 5662.54943 5662.61558   -0.06615  0.000
     68.243750 2011  3  9  5 51  0 5662.55243 5662.61885   -0.06642  0.000
     68.244444 2011  3  9  5 52  0 5662.55343 5662.62147   -0.06804  0.000
     68.245139 2011  3  9  5 53  0 5662.55543 5662.62408   -0.06865  0.000
     68.245833 2011  3  9  5 54  0 5662.55743 5662.62736   -0.06993  0.000
     68.246528 2011  3  9  5 55  0 5662.55943 5662.62997   -0.07054  0.000
     68.247222 2011  3  9  5 56  0 5662.56143 5662.63259   -0.07116  0.000
     68.247917 2011  3  9  5 57  0 5662.56643 5662.63586   -0.06943  0.000
     68.248611 2011  3  9  5 58  0 5662.57043 5662.63848   -0.06805  0.000
     68.249306 2011  3  9  5 59  0 5662.57443 5662.64109   -0.06667  0.000
     68.250000 2011  3  9  6  0  0 5662.57643 5662.64437   -0.06794  0.000
     68.250694 2011  3  9  6  1  0 5662.57843 5662.64698   -0.06855  0.000
     68.251389 2011  3  9  6  2  0 5662.58243 5662.64960   -0.06717  0.000
     68.252083 2011  3  9  6  3  0 5662.58343 5662.65287   -0.06945  0.000
     68.252778 2011  3  9  6  4  0 5662.58243 5662.65549   -0.07306  0.000
     68.253472 2011  3  9  6  5  0 5662.58743 5662.65811   -0.07068  0.000
     68.254167 2011  3  9  6  6  0 5662.59043 5662.66138   -0.07095  0.000
     68.254861 2011  3  9  6  7  0 5662.59243 5662.66399   -0.07156  0.000
     68.255556 2011  3  9  6  8  0 5662.59943 5662.66661   -0.06718  0.000
     68.256250 2011  3  9  6  9  0 5662.60243 5662.66988   -0.06746  0.000
     68.256944 2011  3  9  6 10  0 5662.60543 5662.67250   -0.06707  0.000
     68.257639 2011  3  9  6 11  0 5662.60843 5662.67512   -0.06669  0.000
     68.258333 2011  3  9  6 12  0 5662.61043 5662.67773   -0.06731  0.000
     68.259028 2011  3  9  6 13  0 5662.61143 5662.68101   -0.06958  0.000
     68.259722 2011  3  9  6 14  0 5662.61343 5662.68362   -0.07020  0.000
     68.260417 2011  3  9  6 15  0 5662.61643 5662.68624   -0.06981  0.000
     68.261111 2011  3  9  6 16  0 5662.61943 5662.68951   -0.07008  0.000
     68.261806 2011  3  9  6 17  0 5662.62243 5662.69213   -0.06970  0.000
     68.262500 2011  3  9  6 18  0 5662.62543 5662.69474   -0.06932  0.000
     68.263194 2011  3  9  6 19  0 5662.62943 5662.69736   -0.06794  0.000
     68.263889 2011  3  9  6 20  0 5662.63243 5662.70063   -0.06821  0.000
     68.264583 2011  3  9  6 21  0 5662.63443 5662.70325   -0.06882  0.000
     68.265278 2011  3  9  6 22  0 5662.63843 5662.70587   -0.06744  0.000
     68.265972 2011  3  9  6 23  0 5662.64143 5662.70849   -0.06706  0.000
     68.266667 2011  3  9  6 24  0 5662.64443 5662.71111   -0.06668  0.000
     68.267361 2011  3  9  6 25  0 5662.64743 5662.71372   -0.06630  0.000
     68.268056 2011  3  9  6 26  0 5662.64943 5662.71699   -0.06756  0.000
     68.268750 2011  3  9  6 27  0 5662.65043 5662.71961   -0.06918  0.000
     68.269444 2011  3  9  6 28  0 5662.65243 5662.72223   -0.06980  0.000
     68.270139 2011  3  9  6 29  0 5662.65443 5662.72484   -0.07042  0.000
     68.270833 2011  3  9  6 30  0 5662.65943 5662.72746   -0.06803  0.000
     68.271528 2011  3  9  6 31  0 5662.66343 5662.73008   -0.06665  0.000
     68.272222 2011  3  9  6 32  0 5662.66743 5662.73269   -0.06527  0.000
     68.272917 2011  3  9  6 33  0 5662.67043 5662.73531   -0.06488  0.000
     68.273611 2011  3  9  6 34  0 5662.67243 5662.73858   -0.06616  0.000
     68.274306 2011  3  9  6 35  0 5662.67342 5662.74120   -0.06778  0.000
     68.275000 2011  3  9  6 36  0 5662.67643 5662.74382   -0.06739  0.000
     68.275694 2011  3  9  6 37  0 5662.67943 5662.74643   -0.06701  0.000
     68.276389 2011  3  9  6 38  0 5662.68243 5662.74905   -0.06662  0.000
     68.277083 2011  3  9  6 39  0 5662.68542 5662.75167   -0.06624  0.000
     68.277778 2011  3  9  6 40  0 5662.68743 5662.75429   -0.06686  0.000
     68.278472 2011  3  9  6 41  0 5662.69143 5662.75691   -0.06548  0.000
     68.279167 2011  3  9  6 42  0 5662.69443 5662.75952   -0.06510  0.000
     68.279861 2011  3  9  6 43  0 5662.69742 5662.76148   -0.06406  0.000
     68.280556 2011  3  9  6 44  0 5662.69943 5662.76410   -0.06468  0.000
     68.281250 2011  3  9  6 45  0 5662.70142 5662.76672   -0.06529  0.000
     68.281944 2011  3  9  6 46  0 5662.70343 5662.76934   -0.06591  0.000
     68.282639 2011  3  9  6 47  0 5662.70643 5662.77195   -0.06553  0.000
     68.283333 2011  3  9  6 48  0 5662.70843 5662.77457   -0.06614  0.000
     68.284028 2011  3  9  6 49  0 5662.71043 5662.77719   -0.06676  0.000
     68.284722 2011  3  9  6 50  0 5662.71342 5662.77981   -0.06638  0.000
     68.285417 2011  3  9  6 51  0 5662.71643 5662.78177   -0.06534  0.000
     68.286111 2011  3  9  6 52  0 5662.71943 5662.78438   -0.06496  0.000
     68.286806 2011  3  9  6 53  0 5662.72243 5662.78700   -0.06457  0.000
     68.287500 2011  3  9  6 54  0 5662.72542 5662.78962   -0.06419  0.000
     68.288194 2011  3  9  6 55  0 5662.72743 5662.79158   -0.06415  0.000
     68.288889 2011  3  9  6 56  0 5662.73043 5662.79420   -0.06377  0.000
     68.289583 2011  3  9  6 57  0 5662.73242 5662.79682   -0.06439  0.000
     68.290278 2011  3  9  6 58  0 5662.73543 5662.79943   -0.06401  0.000
     68.290972 2011  3  9  6 59  0 5662.73943 5662.80139   -0.06197  0.000
     68.291667 2011  3  9  7  0  0 9999.00000 5662.80401 9999.00000  0.000
     68.302083 2011  3  9  7 15  0 5662.77843 5662.83804   -0.05961  0.000
     68.312500 2011  3  9  7 30  0 5662.80643 5662.86879   -0.06236  0.000
     68.322917 2011  3  9  7 45  0 5662.83542 5662.89496   -0.05954  0.000
     68.333333 2011  3  9  8  0  0 5662.85743 5662.91786   -0.06044  0.000
     68.343750 2011  3  9  8 15  0 5662.87842 5662.93618   -0.05776  0.000
     68.354167 2011  3  9  8 30  0 5662.88942 5662.94927   -0.05984  0.000
     68.364583 2011  3  9  8 45  0 5662.89742 5662.95843   -0.06100  0.000
     68.375000 2011  3  9  9  0  0 5662.90142 5662.96301   -0.06159  0.000
     68.385417 2011  3  9  9 15  0 5662.90142 5662.96236   -0.06093  0.000
     68.395833 2011  3  9  9 30  0 5662.89442 5662.95777   -0.06336  0.000
     68.406250 2011  3  9  9 45  0 5662.88342 5662.94861   -0.06519  0.000
     68.416667 2011  3  9 10  0  0 5662.86842 5662.93553   -0.06711  0.000
     68.427083 2011  3  9 10 15  0 5662.84942 5662.91917   -0.06975  0.000
     68.437500 2011  3  9 10 30  0 5662.82942 5662.89954   -0.07012  0.000
     68.447917 2011  3  9 10 45  0 5662.80941 5662.87729   -0.06788  0.000
     68.458333 2011  3  9 11  0  0 5662.78442 5662.85309   -0.06867  0.000
     68.468750 2011  3  9 11 15  0 5662.75941 5662.82691   -0.06750  0.000
     68.479167 2011  3  9 11 30  0 5662.73242 5662.80009   -0.06767  0.000
     68.489583 2011  3  9 11 45  0 5662.70642 5662.77260   -0.06620  0.000
     68.500000 2011  3  9 12  0  0 5662.68041 5662.74578   -0.06537  0.000
     68.510417 2011  3  9 12 15  0 5662.65542 5662.72026   -0.06485  0.000
     68.520833 2011  3  9 12 30  0 5662.63142 5662.69606   -0.06464  0.000
     68.531250 2011  3  9 12 45  0 5662.60841 5662.67316   -0.06474  0.000
     68.541667 2011  3  9 13  0  0 5662.58741 5662.65287   -0.06546  0.000
     68.552083 2011  3  9 13 15  0 5662.56741 5662.63586   -0.06845  0.000
     68.562500 2011  3  9 13 30  0 5662.55141 5662.62081   -0.06940  0.000
     68.572917 2011  3  9 13 45  0 5662.54041 5662.60969   -0.06928  0.000
     68.583333 2011  3  9 14  0  0 5662.53241 5662.60184   -0.06943  0.000
     68.593750 2011  3  9 14 15  0 5662.52941 5662.59726   -0.06785  0.000
     68.604167 2011  3  9 14 30  0 5662.52941 5662.59595   -0.06654  0.000
     68.614583 2011  3  9 14 45  0 5662.53540 5662.59922   -0.06381  0.000
     68.625000 2011  3  9 15  0  0 5662.54340 5662.60576   -0.06236  0.000
     68.635417 2011  3  9 15 15  0 5662.55540 5662.61558   -0.06017  0.000
     68.645833 2011  3  9 15 30  0 5662.57341 5662.62997   -0.05657  0.000
     68.656250 2011  3  9 15 45  0 5662.59341 5662.64764   -0.05423  0.000
     68.666667 2011  3  9 16  0  0 5662.61140 5662.66857   -0.05717  0.000
     68.677083 2011  3  9 16 15  0 5662.63240 5662.69278   -0.06038  0.000
     68.687500 2011  3  9 16 30  0 5662.65440 5662.71961   -0.06520  0.000
     68.697917 2011  3  9 16 45  0 5662.68440 5662.74905   -0.06465  0.000
     68.708333 2011  3  9 17  0  0 5662.71540 5662.77981   -0.06440  0.000
     68.709028 2011  3  9 17  1  0 5662.71740 5662.78177   -0.06437  0.000
     68.709722 2011  3  9 17  2  0 5662.72040 5662.78438   -0.06399  0.000
     68.710417 2011  3  9 17  3  0 5662.72240 5662.78635   -0.06394  0.000
     68.711111 2011  3  9 17  4  0 5662.72340 5662.78831   -0.06491  0.000
     68.711806 2011  3  9 17  5  0 5662.72540 5662.79093   -0.06553  0.000
     68.712500 2011  3  9 17  6  0 5662.72640 5662.79289   -0.06649  0.000
     68.713194 2011  3  9 17  7  0 5662.72740 5662.79486   -0.06746  0.000
     68.713889 2011  3  9 17  8  0 5662.73140 5662.79682   -0.06541  0.000
     68.714583 2011  3  9 17  9  0 5662.73240 5662.79943   -0.06703  0.000
     68.715278 2011  3  9 17 10  0 5662.73540 5662.80139   -0.06600  0.000
     68.715972 2011  3  9 17 11  0 5662.73740 5662.80336   -0.06596  0.000
     68.716667 2011  3  9 17 12  0 5662.73940 5662.80598   -0.06658  0.000
     68.717361 2011  3  9 17 13  0 5662.74140 5662.80794   -0.06654  0.000
     68.718056 2011  3  9 17 14  0 5662.74440 5662.80990   -0.06550  0.000
     68.718750 2011  3  9 17 15  0 5662.74640 5662.81252   -0.06612  0.000
     68.719444 2011  3  9 17 16  0 5662.74940 5662.81448   -0.06508  0.000
     68.720139 2011  3  9 17 17  0 5662.75140 5662.81644   -0.06504  0.000
     68.720833 2011  3  9 17 18  0 5662.75340 5662.81906   -0.06566  0.000
     68.721528 2011  3  9 17 19  0 5662.75640 5662.82103   -0.06462  0.000
     68.722222 2011  3  9 17 20  0 5662.75840 5662.82365   -0.06524  0.000
     68.722917 2011  3  9 17 21  0 5662.76140 5662.82561   -0.06421  0.000
     68.723611 2011  3  9 17 22  0 5662.76240 5662.82757   -0.06517  0.000
     68.724306 2011  3  9 17 23  0 5662.76540 5662.83018   -0.06478  0.000
     68.725000 2011  3  9 17 24  0 5662.76640 5662.83215   -0.06575  0.000
     68.725694 2011  3  9 17 25  0 5662.76940 5662.83411   -0.06471  0.000
     68.726389 2011  3  9 17 26  0 5662.77040 5662.83673   -0.06633  0.000
     68.727083 2011  3  9 17 27  0 5662.77240 5662.83869   -0.06629  0.000
     68.727778 2011  3  9 17 28  0 5662.77540 5662.84131   -0.06591  0.000
     68.728472 2011  3  9 17 29  0 5662.77740 5662.84327   -0.06587  0.000
     68.729167 2011  3  9 17 30  0 5662.77940 5662.84523   -0.06583  0.000
     68.729861 2011  3  9 17 31  0 5662.78140 5662.84785   -0.06645  0.000
     68.730556 2011  3  9 17 32  0 5662.78240 5662.84982   -0.06742  0.000
     68.731250 2011  3  9 17 33  0 5662.78440 5662.85243   -0.06803  0.000
     68.731944 2011  3  9 17 34  0 5662.78740 5662.85439   -0.06699  0.000
     68.732639 2011  3  9 17 35  0 5662.78940 5662.85635   -0.06696  0.000
     68.733333 2011  3  9 17 36  0 5662.79140 5662.85897   -0.06758  0.000
     68.734028 2011  3  9 17 37  0 5662.79540 5662.86094   -0.06554  0.000
     68.734722 2011  3  9 17 38  0 5662.79740 5662.86356   -0.06616  0.000
     68.735417 2011  3  9 17 39  0 5662.79840 5662.86552   -0.06712  0.000
     68.736111 2011  3  9 17 40  0 5662.79940 5662.86748   -0.06808  0.000
